Agent ID, Message, Buy/Sell, Order ID, Original Quantity, Price, Type, Leaves Quantity, Trade Price, Aggressor, Trade Match ID
1354295221523, 1,1,1354295221531,2,100.25,Limit,2
1354295221523, 1,1,1354295221534,1,100.25,Limit,1
1354295221523, 1,1,1354295221535,2,100.5,Limit,2
1354295221523, 1,1,1354295221535,1,100.0,Limit,1
1354295221523, 1,1,1354295221535,2,100.75,Limit,2
1354295221523, 1,1,1354295221535,1,99.75,Limit,1
1354295221523, 1,1,1354295221535,2,101.0,Limit,2
1354295221523, 1,1,1354295221535,1,99.5,Limit,1
1354295221523, 1,1,1354295221536,2,101.25,Limit,2
1354295221523, 1,1,1354295221536,1,99.25,Limit,1
1354295221523, 1,1,1354295221536,2,101.5,Limit,2
1354295221523, 1,1,1354295221536,1,99.0,Limit,1
1354295221523, 1,1,1354295221536,2,101.75,Limit,2
1354295221523, 1,1,1354295221537,1,98.75,Limit,1
1354295221523, 1,1,1354295221537,2,102.0,Limit,2
1354295221523, 1,1,1354295221537,1,98.5,Limit,1
1354295221523, 1,1,1354295221537,2,102.25,Limit,2
1354295221523, 1,1,1354295221537,1,98.25,Limit,1
1354295221523, 1,1,1354295221538,2,102.5,Limit,2
1354295221522, 1,1,1354295221545,2,100.25,Limit,2
1354295221522, 1,1,1354295221546,1,100.25,Limit,1
1354295221522, 1,1,1354295221546,2,100.5,Limit,2
1354295221522, 1,1,1354295221546,1,100.0,Limit,1
1354295221522, 1,1,1354295221546,2,100.75,Limit,2
1354295221522, 1,1,1354295221547,1,99.75,Limit,1
1354295221522, 1,1,1354295221547,2,101.0,Limit,2
1354295221522, 1,1,1354295221547,1,99.5,Limit,1
1354295221522, 1,1,1354295221547,2,101.25,Limit,2
1354295221522, 1,1,1354295221548,1,99.25,Limit,1
1354295221522, 1,1,1354295221548,2,101.5,Limit,2
1354295221522, 1,1,1354295221548,1,99.0,Limit,1
1354295221522, 1,1,1354295221551,2,101.75,Limit,2
1354295221522, 1,1,1354295221551,1,98.75,Limit,1
1354295221522, 1,1,1354295221552,2,102.0,Limit,2
1354295221522, 1,1,1354295221552,1,98.5,Limit,1
1354295221522, 1,1,1354295221552,2,102.25,Limit,2
1354295221522, 1,1,1354295221552,1,98.25,Limit,1
1354295221522, 1,1,1354295221552,2,102.5,Limit,2
1354295221521, 1,1,1354295221573,2,100.25,Limit,2
1354295221521, 1,1,1354295221574,1,100.25,Limit,1
1354295221521, 1,1,1354295221574,2,100.5,Limit,2
1354295221521, 1,1,1354295221574,1,100.0,Limit,1
1354295221521, 1,1,1354295221574,2,100.75,Limit,2
1354295221521, 1,1,1354295221575,1,99.75,Limit,1
1354295221521, 1,1,1354295221575,2,101.0,Limit,2
1354295221521, 1,1,1354295221575,1,99.5,Limit,1
1354295221521, 1,1,1354295221575,2,101.25,Limit,2
